HD	RA	DEG	Bayer	Cst
64144	118.6780833	47.5645833	     	Lyn
64145	118.3743333	26.7658611	phi  	Gem
64238	118.0786667	-14.8461667	     	Pup
64379	118.0658333	-34.7060278	     	Pup
64440	118.054375	-40.5758056	a    	Pup
64503	118.1610417	-38.8628333	b    	Pup
64648	118.91625	19.8840556	     	Gem
64760	118.3256667	-48.1029444	J    	Pup
64960	119.2477917	15.7903889	     	Cnc
65228	119.2148333	-22.8801389	j    	Pup
65339	120.4270417	60.3244167	     	Cam
65345	119.5864583	2.2245278	     	CMi
65456	119.417125	-30.3345833	chi  	Pup
65551	119.3267917	-44.1098889	N    	Pup
65575	119.19475	-52.9823889	chi  	Car
65626	120.64925	57.2737778	     	Cam
65685	119.4655417	-45.57775	O    	Pup
65695	119.9340833	-3.6795833	     	Mon
65699	119.7738333	-23.3103889	     	Pup
65714	120.23275	25.3928333	ome  	Cnc
65759	120.197125	17.3087222	     	Cnc
65818	119.5601667	-49.2449167	V    	Pup
65856	120.432375	25.0894444	     	Cnc
65873	120.3762083	16.4553333	     	Cnc
65953	120.3054167	-1.3924167	     	Mon
66141	120.5664583	2.3343056	G    	CMi
66216	120.8795833	27.7944167	chi  	Gem
66591	120.0832083	-63.5675	D    	Car
66664	121.2687917	13.1183611	     	Cnc
66811	120.896125	-40.0031944	zet  	Pup
66824	121.7914583	43.2604444	     	Lyn
66834	121.1725833	-19.7281667	     	Pup
66875	121.5766667	22.6355	     	Cnc
67006	122.1145833	51.5066667	     	Lyn
67228	121.941	21.5819722	mu.  	Cnc
67447	123.2032917	68.4740556	     	Cam
67483	122.1768333	13.6409444	     	Cnc
67523	121.88625	-24.3044444	rho  	Pup
67594	122.1485833	-2.9837778	zet  	Mon
67690	122.5546667	25.8445556	psi01	Cnc
67767	122.6134583	25.5081667	psi  	Cnc
67797	122.2568333	-19.245	     	Pup
68146	122.6665833	-13.7993611	     	Pup
68243	122.3720833	-47.3458333	gam01	Vel
68256	123.0529167	17.6477778	zet02	Cnc
68257	123.0529167	17.6477778	zet01	Cnc
68273	122.3831667	-47.3366111	gam02	Vel
68290	122.818	-12.9270278	     	Pup
68351	123.2869583	29.6565833	     	Cnc
68456	122.2535833	-61.3016944	B    	Car
68457	123.9605	60.3805833	     	Cam
68520	121.9826667	-68.6171389	eps  	Vol
68553	122.8395833	-39.6185556	h01  	Pup
68752	123.33325	-15.7882222	     	Pup
68808	122.999875	-46.6443611	AH   	Vel
68930	124.4600833	59.5711389	     	Lyn
68980	123.373	-35.8995556	r    	Pup
69142	123.5120417	-40.3477222	h02  	Pup
69148	124.8215833	62.5071389	     	Cam
69194	123.392625	-50.1960556	     	Vel
69243	124.14125	11.7263889	R    	Cnc
69267	124.1289583	9.1856667	bet  	Cnc
69548	125.1083333	57.74325	     	Lyn
69665	124.3464167	-16.2850833	     	Pup
69863	123.8164583	-62.9156111	C    	Car
69897	125.016125	27.2186111	chi  	Cnc
70011	125.1339583	24.0223611	lam  	Cnc
70060	124.639125	-36.6595278	q    	Pup
70272	125.708875	43.1883611	     	Lyn
70555	125.3459583	-33.0543611	w    	Pup
70569	125.841125	18.3322778	d01  	Cnc
70673	125.6952917	-13.0546667	     	Pup
70734	125.9800417	10.6321111	     	Cnc
70930	125.6320833	-48.4903889	B    	Vel
70958	126.1464167	-3.7511667	     	Hya
71030	126.4582917	17.0466389	d02  	Cnc
71046	124.9541667	-71.515	kap01	Vol
71066	125.0023333	-71.5054722	kap02	Vol
71093	126.6155417	27.8938611	phi01	Cnc
71129	125.6285833	-59.5095278	eps  	Car
71150	126.6961667	26.9354722	phi02	Cnc
71151	126.6958333	26.9352778	phi02	Cnc
71152	126.6659167	24.5343611	     	Cnc
71153	126.6670833	24.5352778	     	Cnc
71155	126.4152917	-3.9063611	C    	Hya
71243	124.6302917	-76.9199722	alf  	Cha
71250	126.683125	12.6548611	     	Cnc
71297	126.6134583	-3.9873056	     	Hya
71369	127.5667917	60.7184444	omi  	UMa
71496	127.1533333	24.1450556	     	Cnc
71555	127.155625	14.2108611	     	Cnc
71576	125.5188333	-73.4000556	eta  	Vol
71701	125.1620417	-77.4845833	the  	Cha
71878	126.434375	-66.1365278	bet  	Vol
71935	126.9027083	-53.0885278	F    	Vel
72037	128.6507917	65.1452778	A    	UMa
72041	127.877375	24.0812222	ups01	Cnc
72094	127.8990417	18.0945556	the  	Cnc
72108	127.2698333	-47.9289444	A    	Vel
72291	128.341	36.4364167	     	Lyn
72292	128.1771667	20.4412778	eta  	Cnc
72324	128.2505833	24.0849167	ups02	Cnc
72359	128.166125	10.0660278	     	Cnc
72524	128.6829167	36.4197222	     	Lyn
72779	128.831125	19.5900833	     	Cnc
72905	129.7989167	65.0206944	pi.01	UMa
72968	128.8675417	-7.9823333	     	Hya
73108	130.05375	64.3278611	pi.02	UMa
73143	129.274125	9.6555833	c    	Cnc
73155	128.6817083	-49.94425	C    	Vel
73262	129.4142083	5.7038056	del  	Hya
73316	129.521625	9.5746389	     	Cnc
73340	128.9668333	-50.9696667	E    	Vel
73389	128.831875	-58.0093056	e02  	Car
73390	128.8149167	-58.22475	e01  	Car
73471	129.689375	3.3414722	sig  	Hya
73495	129.467375	-26.2549722	eta  	Pyx
73575	129.9278333	19.7784722	     	Cnc
73593	130.254375	45.8337778	     	Lyn
73634	129.411	-42.9891111	e    	Vel
73665	130.0268333	20.0078056	     	Cnc
73666	130.0477917	19.9711667	     	Cnc
73731	130.112625	19.5448333	eps  	Cnc
73785	130.180125	19.7193333	     	Cnc
73840	130.0063333	-12.4753611	a    	Hya
73898	129.9270417	-29.5608611	zet  	Pyx
74006	130.0255833	-35.3083056	bet  	Pyx
74137	130.4305417	-15.9431389	     	Hya
74180	130.1565833	-46.64875	b    	Vel
74195	130.073375	-52.9219722	omi  	Vel
74198	130.8217083	21.4685833	gam  	Cnc
74228	130.8014167	12.6808611	A01  	Cnc
74272	130.30475	-47.3171389	n    	Vel
74280	130.8062083	3.3986667	eta  	Hya
74375	130.1543333	-59.7610278	d    	Car
74395	130.91825	-7.2337222	F    	Hya
74405	129.771375	-70.3866389	the  	Vol
74442	131.1712917	18.1548611	del  	Cnc
74485	131.33925	30.69775	     	Cnc
74521	131.1876667	10.0817222	b    	Cnc
74575	130.898125	-33.1864167	alf  	Pyx
74591	131.2553333	5.6805833	     	Hya
74738	131.6666667	28.7651667	iot  	Cnc
74739	131.6742917	28.76	iot  	Cnc
74753	130.9178333	-49.8228056	D    	Vel
74772	131.099875	-42.6493333	d    	Vel
74873	131.7335833	12.1100833	A02  	Cnc
74874	131.694375	6.4189167	eps  	Hya
74918	131.593875	-13.5476944	D    	Hya
74956	131.1758333	-54.7085556	del  	Vel
75063	131.506875	-46.0415278	a    	Vel
75137	132.10825	5.8378889	rho  	Hya
75311	131.6773333	-56.7698056	f    	Car
75333	132.3405833	-3.4429722	     	Hya
75416	130.3316667	-78.9634167	eta  	Cha
75486	133.3440417	61.9622222	b    	UMa
75506	132.9868333	43.7265	     	Lyn
75528	132.756375	15.3504722	     	Cnc
75558	132.7950833	15.9993889	     	Cnc
75630	132.4132083	-40.3201667	h    	Vel
75691	132.633375	-27.7100556	gam  	Pyx
75698	133.14425	32.4741111	sig01	Cnc
75710	132.4485417	-45.3079167	g    	Vel
75716	133.1191667	28.2591667	     	Cnc
75732	133.1505417	28.3313889	rho01	Cnc
75737	132.8935	-7.1772222	     	Hya
75747	130.8012917	-79.0701389	     	Cha
75821	132.6394167	-46.5291944	f    	Vel
75958	134.1562083	64.6040278	     	UMa
75959	133.56125	30.5791667	     	Cnc
76219	133.915375	27.9275556	rho02	Cnc
76221	133.8453333	17.23125	X    	Cnc
76294	133.8486667	5.9455278	zet  	Hya
76351	133.9815	11.6260556	     	Cnc
76369	133.8733333	-7.9710833	     	Hya
76370	133.8733333	-7.9711111	     	Hya
76398	134.2359583	32.9105833	sig02	Cnc
76483	133.8813333	-27.6816389	del  	Pyx
76543	134.312125	15.3227222	omi01	Cnc
76572	134.4942917	30.23375	     	Cnc
76582	134.3965	15.5812222	omi02	Cnc
76644	134.8035	48.0423611	iot  	UMa
76728	133.7619167	-60.6447222	c    	Car
76756	134.6216667	11.8577778	alf  	Cnc
76805	134.0803333	-52.7235	H    	Vel
76813	134.8861667	32.4186389	sig03	Cnc
76827	135.636375	67.6295833	rho  	UMa
76943	135.1614583	41.7834444	     	UMa
77002	134.2434583	-59.2293611	b01  	Car
77104	135.3505417	32.2523056	     	Cnc
77190	135.4536667	27.9027778	     	Cnc
77258	135.0226667	-41.25375	w    	Vel
77327	135.9065	47.1566667	kap  	UMa
77350	135.6844583	24.4529444	nu.  	Cnc
77370	134.8515833	-59.0843889	b02  	Car
77557	136.041125	27.8983056	     	Cnc
77800	137.0980417	66.8733333	sig01	UMa
77996	136.49325	5.0923333	ome  	Hya
78004	136.0388333	-47.0977222	c    	Vel
78045	135.6116667	-66.3958333	alf  	Vol
78154	137.5980417	67.13425	sig02	UMa
78209	137.2182917	51.6047222	f    	UMa
78235	137.0002917	29.6542222	tau  	Cnc
78316	136.93675	10.6682222	kap  	Cnc
78347	137.0347917	14.71125	     	Cnc
78362	137.728875	63.5137778	tau  	UMa
78363	137.7525	63.5247222	tau  	UMa
78418	137.1975833	26.63	     	Cnc
78515	137.3397083	22.0454444	ksi  	Cnc
78541	137.0119167	-25.8585278	kap  	Pyx
78556	137.1757917	-8.5895	     	Hya
78647	136.9990833	-43.4326111	lam  	Vel
78712	137.6617083	30.9632222	RS   	Cnc
78715	137.5869167	21.9964167	     	Cnc
78732	137.39825	-8.7876389	     	Hya
78764	136.4099167	-70.5385278	E    	Car
78791	136.2867917	-72.6026944	G    	Car
78922	137.4850417	-30.3652778	eps  	Pyx
79009	137.9872083	18.0441667	     	Cnc
79028	138.585625	61.4233889	c    	UMa
79096	138.0744583	14.9954444	     	Cnc
79158	138.4509583	43.2179167	     	Lyn
79193	138.1085417	-7.1098889	     	Hya
79351	137.742125	-58.9669167	a    	Car
79354	138.9575417	56.7414722	     	UMa
79439	139.047	54.0217222	e    	UMa
79447	137.819875	-62.3170278	i    	Car
79469	138.5907917	2.3150278	the  	Hya
79554	138.8078333	14.9415278	pi.  	Cnc
79735	138.6020833	-43.2275278	z    	Vel
79807	138.7382083	-37.6023611	k01  	Vel
79837	134.1745	-85.6632222	zet  	Oct
79910	139.1738333	-6.3531667	     	Hya
79917	138.9031667	-38.5699167	l    	Vel
79931	139.1724167	-8.74475	     	Hya
79940	138.9377917	-37.4131389	k    	Vel
80007	138.301	-69.7174722	bet  	Car
80081	139.711125	36.8028889	     	Lyn
80105	139.3717917	-11.9620278	     	Hya
80218	139.7454583	17.7056667	     	Cnc
80230	139.0504167	-57.5414444	g    	Car
80290	140.1824583	51.2657222	     	Lyn
80404	139.272625	-59.27525	iot  	Car
80456	139.5245417	-51.0508889	K    	Vel
80493	140.2644167	34.3925278	alf  	Lyn
80499	139.9433333	-11.9748889	     	Hya
80586	140.1209583	-9.5556389	P    	Hya
80874	140.3733333	-25.9654167	the  	Pyx
81101	140.2367917	-62.4046389	k    	Car
81146	141.1636667	26.1824444	kap  	Leo
81169	140.8014167	-28.8339167	lam  	Pyx
81188	140.5284583	-55.0106944	kap  	Vel
81420	141.3501667	-5.1173889	     	Hya
81688	142.166625	45.6018056	     	Lyn
81728	141.8110417	-9.2236944	     	Hya
81797	141.896875	-8.6586944	alf  	Hya
81799	141.82625	-22.3434167	G    	Hya
81848	141.5749167	-53.3789444	I    	Vel
81858	142.1140833	9.0567778	ome  	Leo
81873	142.121625	8.1883611	     	Leo
81937	142.8815417	63.0618056	h    	UMa
81997	142.2868333	-2.7689444	tau01	Hya
82087	142.680125	33.6558333	     	LMi
82150	142.3114167	-35.9513611	eps  	Ant
82189	143.7224583	72.2058611	     	UMa
82198	142.8852083	35.1035	     	LMi
82210	143.6207083	69.8301667	d    	UMa
82308	142.9301667	22.9680556	lam  	Leo
82328	143.2180417	51.6786111	the  	UMa
82381	142.9899167	9.7158056	h    	Leo
82383	142.6891667	-31.8913889	zet01	Ant
82384	142.6920833	-31.8894444	zet01	Ant
82395	142.986625	11.3000278	ksi  	Leo
82434	142.6754583	-40.4668889	psi  	Vel
82446	142.9955417	-1.1846667	tau02	Hya
82513	142.884125	-31.8718333	zet02	Ant
82522	143.376375	36.4870278	     	LMi
82554	141.0405417	-80.7871944	iot  	Cha
82621	143.7062083	52.0515556	     	UMa
82635	143.55575	36.3976111	     	LMi
82668	142.805625	-57.0343889	N    	Vel
82870	143.636	-5.9148056	A    	Hya
82885	143.9167917	35.8107778	     	LMi
82901	143.0608333	-62.7888889	R    	Car
83023	143.9704583	14.3795833	     	Leo
83058	143.5366667	-51.2552778	L    	Vel
83095	142.9013333	-73.0809167	H    	Car
83183	143.6110833	-59.2297778	h    	Car
83189	144.2607917	16.4379722	     	Leo
83240	144.3029583	6.8357778	     	Leo
83273	144.4581667	24.6703056	     	Leo
83287	144.5907917	40.2397778	     	Lyn
83343	144.5054583	14.3474444	     	Leo
83373	144.46475	-9.4244722	     	Hya
83425	144.614125	4.6494167	     	Sex
83446	144.2069167	-49.3551389	M    	Vel
83506	145.7385	72.2526944	     	UMa
83548	144.5059583	-43.1908611	y    	Vel
83618	144.963875	-1.1426667	iot  	Hya
83650	144.9475833	-10.5702778	     	Hya
83754	145.0765833	-14.33225	kap  	Hya
83805	145.5015833	39.7579722	     	Lyn
83808	145.288	9.8923889	omi  	Leo
83809	145.3058333	9.9097222	omi  	Leo
83821	145.4104167	25.9129444	     	Leo
83944	144.8376667	-61.3281111	m    	Car
83951	145.678125	35.0935	     	LMi
83953	145.3209583	-23.5915278	I    	Hya
83979	143.4729583	-80.9413056	zet  	Cha
84107	145.888625	29.9747222	f    	Leo
84179	146.48075	63.6534167	     	UMa
84194	145.9329167	14.0216944	psi  	Leo
84335	146.6319167	57.128	     	Lyn
84367	146.0505417	-27.7695556	the  	Ant
84441	146.4629167	23.7742778	eps  	Leo
84453	146.6768333	45.1147222	     	LMi
84461	145.92625	-53.8913611	O    	Vel
84561	146.59725	11.81	     	Leo
84722	146.8582917	11.5681667	     	Leo
84737	147.1465833	46.0212222	     	LMi
84748	146.8895833	11.4288889	R    	Leo
84810	146.3117917	-62.5079167	l    	Car
84999	147.7487083	59.0391111	ups  	UMa
85029	147.5577917	39.6316944	     	LMi
85040	147.4588333	21.1794444	     	Leo
85123	146.7755833	-65.0720278	ups  	Car
85124	146.7779167	-65.0725	ups  	Car
85217	147.6257083	4.3437778	     	Sex
85235	148.0265	54.0642778	phi  	UMa
85268	147.7582083	13.06625	     	Leo
85355	147.4881667	-45.73275	u    	Vel
85364	147.8084167	-4.2432778	     	Sex
85376	147.9709167	24.3958056	g    	Leo
85396	146.5850833	-76.7759722	nu.  	Cha
85444	147.8695	-14.8465556	ups01	Hya
85503	148.1915	26.0070833	mu.  	Leo
85504	148.051125	2.4538889	     	Sex
85558	148.1269583	-8.1049167	gam  	Sex
85622	147.9195417	-46.5476389	m    	Vel
85762	148.528	4.9453889	     	Sex
85795	148.9292083	49.8198056	     	UMa
86012	149.1306667	32.3846111	     	LMi
86146	149.4214167	41.0556944	     	LMi
86360	149.5557917	12.4448333	nu.  	Leo
86440	149.215625	-54.5678056	phi  	Vel
86611	149.9296667	3.38475	     	Sex
86629	149.7180833	-35.8909444	eta  	Ant
86655	149.5204167	-58.8611111	RR   	Car
86663	150.0534167	8.0442778	pi.  	Leo
86728	150.25425	31.9247222	     	LMi
87301	151.0353333	3.2012778	     	Sex
87504	151.2812083	-13.0646667	ups02	Hya
87682	151.6976667	5.6115278	     	Sex
87696	151.8572083	35.2446944	     	LMi
87737	151.833125	16.7626667	eta  	Leo
87837	151.9763333	9.9976667	A    	Leo
87887	151.9845833	-0.3716389	alf  	Sex
87901	152.0935833	11.9671944	alf  	Leo
87971	150.1829167	-82.21475	mu.  	Cha
88195	152.5315	-8.4081667	     	Sex
88206	152.234375	-51.81125	Q    	Vel
88284	152.6475	-12.3538333	lam  	Hya
88333	152.73275	-8.4183611	     	Sex
88351	151.0307083	-81.5656111	mu.02	Cha
88355	152.909125	13.3551944	     	Leo
88366	152.3417083	-61.5491944	S    	Car
88547	153.201625	4.6146944	     	Sex
88651	153.781875	59.9855278	U    	UMa
88697	153.4349583	-7.3839722	     	Sex
88764	153.5350417	-7.9934444	     	Sex
88786	153.7765	31.4680833	     	LMi
88955	153.6844583	-42.1220556	q    	Vel
88960	154.0603333	29.3105556	     	LMi
88981	153.3778333	-66.3728333	M    	Car
88983	154.5089583	65.1083611	     	UMa
88986	154.1171667	28.6826944	     	LMi
89010	154.1350833	23.503	     	Leo
89021	154.2747083	42.9144722	lam  	UMa
89025	154.1725	23.4173333	zet  	Leo
89056	154.1697917	13.7283611	     	Leo
89080	153.4345	-70.0379167	ome  	Car
89125	154.3116667	23.1064444	     	Leo
89254	154.4079167	-8.0689167	eps  	Sex
89388	154.270875	-61.3323333	q    	Car
89449	154.934625	19.4714444	     	Leo
89484	154.9923333	19.8418611	gam01	Leo
89485	154.9941667	19.8405556	gam02	Leo
89688	155.258375	2.2897222	     	Sex
89758	155.5825	41.4994444	mu.  	UMa
89774	155.4596667	14.9758056	     	Leo
89890	155.228375	-56.0432222	J    	Vel
89904	155.7764167	33.9081667	     	LMi
89962	155.7519167	6.5428889	     	Leo
89998	155.5817083	-41.6501111	r    	Vel
90040	156.035875	33.7185278	     	LMi
90044	155.8604583	-4.0740556	     	Sex
90250	156.4375	35.4255833	     	LMi
90254	156.3132917	8.7849444	     	Leo
90264	155.7424167	-66.9015278	L    	Car
90277	156.478625	33.79625	     	LMi
90432	156.5229583	-16.8360833	mu.  	Hya
90473	156.6539167	-0.9880833	     	Sex
90485	156.6954167	-4.3883333	     	Sex
90537	156.9712083	36.7074722	bet  	LMi
90569	156.9124583	9.7624167	     	Leo
90589	156.0989167	-74.0315556	I    	Car
90610	156.7881667	-31.0678056	alf  	Ant
90633	157.4767917	65.6263056	     	UMa
90772	156.852	-57.6388056	P    	Car
90839	157.6573333	55.9806111	     	UMa
90840	157.5269167	38.9251389	     	LMi
90853	156.9697917	-58.7394167	s    	Car
90882	157.3697083	-2.7390556	del  	Sex
90972	157.3975	-30.6070833	del  	Ant
90994	157.5729167	-0.6369722	bet  	Sex
91011	157.629	2.1503056	     	Sex
91130	157.964	32.3795278	     	LMi
91232	158.0491667	14.1372222	     	Leo
91316	158.2028333	9.3065833	rho  	Leo
91324	157.842625	-53.716	Y    	Vel
91355	157.989375	-45.0667222	s    	Vel
91365	158.378875	34.9886944	     	LMi
91369	158.17175	-16.9588056	phi01	Hya
91375	157.5836667	-71.9927222	K    	Car
91465	158.0061667	-61.6853611	p    	Car
91480	158.7900833	57.0825556	     	UMa
91504	158.237	-47.0033611	t    	Vel
91550	158.5037083	-23.7452222	     	Hya
91612	158.7002917	6.9536111	     	Leo
91636	158.759125	8.6504444	     	Leo
91752	159.089125	36.327	     	LMi
91793	158.8036667	-39.5625833	U    	Ant
91880	159.0695	-16.3443333	phi02	Hya
91942	158.897125	-57.5576389	r    	Car
92000	159.4678333	34.0786111	     	LMi
92055	159.3885417	-13.3844444	U    	Hya
92063	159.0856667	-59.5643056	t01  	Car
92125	159.6800417	31.9762222	     	LMi
92139	159.3260833	-48.2256111	p    	Vel
92168	159.7825	37.9101111	     	LMi
92214	159.645875	-16.8766389	phi  	Hya
92305	158.8675833	-78.6078056	gam  	Cha
92397	159.6875417	-59.183	t02  	Car
92424	160.4865833	65.7164722	     	UMa
92449	159.8267083	-55.6032778	x    	Vel
92588	160.351125	-1.7411944	     	Sex
92728	160.9305	57.1993333	     	UMa
92749	160.656375	3.5830278	     	Sex
92763	161.1616667	68.7758333	R    	UMa
92769	160.758125	26.3256944	     	LMi
92825	160.8542917	23.1883889	     	LMi
92841	160.837125	4.74775	     	Sex
93030	160.7392917	-64.3944722	the  	Car
93070	160.884625	-60.5666389	w    	Car
93075	161.4995	56.9208056	     	UMa
93102	161.2895	2.4880278	     	Sex
93132	161.5939167	57.3660556	     	UMa
93152	161.4662917	30.6823889	     	LMi
93244	161.5236667	6.3732778	     	Sex
93257	161.6020417	18.8916111	m    	Leo
93291	161.605625	14.1948056	k    	Leo
93308	161.265	-59.6841667	eta  	Car
93397	161.7169167	-17.2968333	b01  	Hya
93497	161.6921667	-49.4201389	mu.  	Vel
93636	162.2386667	29.4161389	     	LMi
93702	162.3142917	10.54525	l    	Leo
93742	162.3220833	-4.0239167	     	Sex
93765	162.473875	27.9738611	     	LMi
93779	161.31825	-80.4695278	del01	Cha
93813	162.4059583	-16.1941389	nu.  	Hya
93845	161.4464167	-80.5401944	del02	Cha
93859	162.7961667	56.58225	     	UMa
93875	162.849	59.32025	     	UMa
93903	162.57525	-8.8977222	     	Sex
94247	163.3938333	54.5851389	     	UMa
94264	163.3276667	34.2155556	     	LMi
94334	163.494625	43.1900278	ome  	UMa
94388	163.3728333	-20.1381389	b03  	Hya
94402	163.4323333	-2.12925	p01  	Leo
94480	163.6758333	25.4907222	     	LMi
94497	163.7425833	34.0349167	     	LMi
94510	163.3732083	-58.8532778	u    	Car
94600	163.93525	33.507	     	UMa
94601	163.9035417	24.74975	     	Leo
94602	163.9054167	24.7488889	     	Leo
94672	163.9264167	0.7369444	     	Leo
94705	164.0061667	6.1853889	     	Leo
94747	164.1435	25.50025	     	LMi
94776	163.8219167	-60.5171944	T    	Car
94890	164.1791667	-37.1374722	iot  	Ant
95128	164.8675833	40.4301111	     	UMa
95272	164.9447917	-18.2991111	alf  	Crt
95310	165.2103333	39.2121389	     	UMa
95345	165.1401667	3.6175278	d    	Leo
95370	165.0385417	-42.2258611	i    	Vel
95382	165.1867917	6.1015	c    	Leo
95418	165.4599583	56.3823333	bet  	UMa
95578	165.4569583	-2.4845	p02  	Leo
95608	165.5824167	20.17975	b    	Leo
95689	165.9326667	61.7511111	alf  	UMa
95849	165.902625	-0.0008333	p03  	Leo
95934	166.1303333	38.2413611	     	UMa
96094	166.3144167	25.2018889	     	LMi
96097	166.255125	7.3361111	chi  	Leo
96124	164.809	-84.5938611	eta  	Oct
96202	166.3334583	-27.2935833	chi01	Hya
96314	166.4897917	-27.2878056	chi02	Hya
96418	166.7704583	25.5371667	     	LMi
96436	166.7267917	1.9557222	p04  	Leo
96528	166.9155	23.32375	     	Leo
96566	166.6352917	-62.4241389	z    	Car
96738	167.2045	24.6584444	     	Leo
96833	167.4160833	44.4985556	psi  	UMa
96918	167.1475	-58.9750556	x    	Car
96919	167.1417083	-61.9471667	z02  	Car
97277	167.9145417	-22.8256111	bet  	Crt
97411	168.1265833	-18.4998056	psi  	Crt
97534	168.1500833	-60.3176389	y    	Car
97585	168.4399167	-0.0695	p05  	Leo
97603	168.5267083	20.5240278	del  	Leo
97633	168.5601667	15.42975	the  	Leo
97778	168.801	23.0955278	     	Leo
97907	168.96625	13.3075833	n    	Leo
98058	169.1656667	-3.6515278	phi  	Leo
98118	169.322375	2.0109167	     	Leo
98230	169.5468333	31.5307778	ksi  	UMa
98231	169.5458333	31.5291667	ksi  	UMa
98262	169.6198333	33.09425	nu.  	UMa
98353	169.7830833	38.1857222	     	UMa
98366	169.7290833	1.6505278	     	Leo
98430	169.8355	-14.7790556	del  	Crt
98664	170.284375	6.0293611	sig  	Leo
98718	170.2518333	-54.4910278	pi.  	Cen
98824	170.6207083	17.4369444	     	Leo
98839	170.7067083	43.48275	     	UMa
98991	170.8419583	-18.7798889	lam  	Crt
99028	170.9807083	10.5296944	iot  	Leo
99055	171.00975	1.40775	     	Leo
99167	171.1525417	-10.8593889	eps  	Crt
99211	171.22075	-17.6840278	gam  	Crt
99285	171.4019167	16.4565556	     	Leo
99329	171.45875	3.8601944	     	Leo
99491	171.690625	3.0126667	     	Leo
99564	171.7899167	-12.3568056	kap  	Crt
99648	171.9842917	2.8562778	tau  	Leo
99787	172.2673333	39.3369444	     	UMa
99902	172.4244167	15.4133889	     	Leo
99984	172.629875	43.1730556	     	UMa
99998	172.5786667	-3.0034722	e    	Leo
100006	172.6211667	18.40975	     	Leo
100029	172.8512083	69.3311111	lam  	Dra
100180	172.9380833	14.3649722	     	Leo
100261	172.9419583	-59.4420556	omi01	Cen
100262	172.953375	-59.5156389	omi02	Cen
100286	173.0684167	-29.2613611	     	Crt
100287	173.0679167	-29.2611111	     	Crt
100407	173.2510833	-31.8575278	ksi  	Hya
100563	173.5919167	3.0604167	     	Leo
100600	173.6770833	16.7969167	     	Leo
100673	173.6904583	-54.2641389	A    	Cen
100696	174.0109167	69.32325	     	Dra
100733	173.8056667	-47.3725556	C01  	Cen
100825	173.9815	-47.6415278	C02  	Cen
100841	173.9455417	-63.0198333	lam  	Cen
100889	174.170625	-9.80225	the  	Crt
100920	174.2372083	-0.8238611	ups  	Leo
101067	174.391875	-47.7473889	C03  	Cen
101107	174.5862083	43.6255	     	UMa
101132	174.3164167	-75.8965278	pi.  	Cha
101133	174.63975	46.8342778	     	UMa
101153	174.6150417	8.1342778	ome  	Vir
101198	174.6665	-13.20225	iot  	Crt
101431	175.0534167	-34.7446667	omi  	Hya
101484	175.1962917	21.3528333	     	Leo
101501	175.262625	34.2025556	     	UMa
101606	175.39375	31.7459722	     	UMa
101673	175.6184583	66.7448056	     	Dra
102070	176.1906667	-18.3506111	zet  	Crt
102124	176.3208333	8.2581667	ksi  	Vir
102212	176.464875	6.5298056	nu.  	Vir
102224	176.5130417	47.7793333	chi  	UMa
102249	176.402375	-66.7288333	lam  	Mus
102509	176.9967917	20.2189444	     	Leo
102510	176.978875	8.2458611	A01  	Vir
102584	177.060375	-66.8148611	mu.  	Mus
102647	177.2661667	14.5723333	bet  	Leo
102776	177.4212083	-63.7885	j    	Cen
102870	177.6720417	1.7653889	bet  	Vir
102964	177.7864583	-45.1734444	B    	Cen
103192	178.2273333	-33.9081389	bet  	Hya
103287	178.45725	53.6947222	gam  	UMa
103483	178.7739167	46.4768333	     	UMa
103484	178.763125	8.4439167	A02  	Vir
103498	178.7974167	46.4700833	     	UMa
103578	178.918875	15.6468056	o    	Leo
103605	178.993375	56.5985556	     	UMa
103632	179.0040833	-17.1508056	eta  	Crt
104174	179.9070417	-78.2218056	eps  	Cha
104181	179.9871667	3.6552222	b    	Vir
104321	180.2182917	6.6143889	pi.  	Vir
104337	180.2132083	-19.659	     	Crt
104452	180.4345833	22.0943333	     	Com
104513	180.5294167	43.0454722	     	UMa
104671	180.7570833	-63.3129444	the01	Cru
104747	180.9025833	-39.0089722	     	Cen
104827	181.0690833	21.4591667	     	Com
104841	181.0801667	-63.1657222	the02	Cru
104902	181.1944167	-76.5191667	kap  	Cha
104979	181.3027917	8.7328333	omi  	Vir
105211	181.7202083	-64.6136389	eta  	Cru
105416	182.061375	-48.6924722	E    	Cen
105435	182.08975	-50.7224167	del  	Cen
105452	182.103125	-24.7287778	alf  	Crv
105639	182.4220417	1.8983333	     	Vir
105702	182.514625	5.8069722	     	Vir
105707	182.531375	-22.6198056	eps  	Crv
105778	182.6318333	16.8092778	     	Com
105850	182.7661667	-23.6023611	     	Crv
105937	182.913125	-52.3684167	rho  	Cen
105981	182.9633333	25.8703611	     	Com
106002	182.9370417	57.0544444	     	UMa
106057	183.03875	20.5421111	     	Com
106111	183.1959583	-70.1517778	S    	Mus
106251	183.3582917	10.2623611	     	Vir
106321	183.511375	-45.7239167	D    	Cen
106478	183.6809583	53.4346667	     	CVn
106490	183.7865	-58.7488889	del  	Cru
106591	183.8560417	57.0326111	del  	UMa
106625	183.9519583	-17.5419722	gam  	Crv
106661	184.0009583	14.8991389	     	Com
106690	184.0314167	40.66025	     	CVn
106714	184.0856667	23.9454167	     	Com
106849	184.3943333	-67.9606667	eps  	Mus
