HR	Name	HD	RA	DEC	mag	Type
7715	  2Xi 2Cap	191862	20 12 25.9	-12 37 03	5.85	  F7V
7716	          	191877	20 11 21.1	+21 52 32	6.26	  B1Ibe
7717	          	191984	20 12 35.2	+00 52 03	6.27	  B9pCrEu:Sr:
7718	 19    Vul	192004	20 11 48.0	+26 48 32	5.49	  K3II-III
7719	 20    Vul	192044	20 12 00.7	+26 28 44	5.92	  B7Ve
7720	 66    Aql	192107	20 13 13.9	-01 00 34	5.47	  K5III
7721	          	192276	20 12 03.8	+47 44 13	6.92	  B7V
7722	          	192310	20 15 17.4	-27 01 58	5.73	  K0V
7723	          	192342	20 13 40.6	+24 14 20	6.56	  A1m
7724	 67Rho Aql	192425	20 14 16.6	+15 11 51	4.95	  A2V
7725	          	192433	20 15 50.6	-30 00 19	6.3	  K4III
7726	          	192439	20 12 31.8	+51 27 49	6.01	  K2.5III
7727	 68    Dra	192455	20 11 34.9	+62 04 43	5.75	  F5V
7728	          	192472	20 16 23.7	-36 27 16	6.39	  M4III
7729	          	192486	20 16 26.5	-35 11 52	6.53	  F2V
7730	 30    Cyg	192514	20 13 18.0	+46 48 57	4.83	  A5IIIn
7731	 21    Vul	192518	20 14 14.5	+28 41 41	5.18	  A7IVn
7732	          	192531	20 19 03.0	-63 13 52	6.27	  K0III
7733	          	192535	20 13 42.8	+43 22 45	6.14	  K4III
7734	          	192538	20 14 05.0	+36 36 19	6.45	  A0V
7735	 31    Cyg	192577	20 13 37.9	+46 44 29	3.79	  K2II+B3V
7736	 29    Cyg	192640	20 14 32.0	+36 48 23	4.97	  A2V
7737	          	192659	20 14 21.6	+42 06 13	6.71	  B9IV-V
7738	  3    Cap	192666	20 16 22.8	-12 20 13	6.32	  B9pHg
7739	          	192685	20 15 15.9	+25 35 31	4.78	  B3Ve
7740	 33    Cyg	192696	20 13 23.9	+56 34 04	4.3	  A3IV-Vn
7741	 22    Vul	192713	20 15 30.2	+23 30 31	5.15	  G3Ib-II
7742	          	192781	20 13 27.7	+60 38 26	5.79	 gK5
7743	          	192787	20 15 23.7	+33 43 46	5.66	  K0III
7744	 23    Vul	192806	20 15 46.1	+27 48 51	4.52	  K3-IIIFe-1
7745	          	192827	20 18 56.0	-47 42 39	6.31	  M1III
7746	 18    Sge	192836	20 16 19.7	+21 35 55	6.13	  K1III
7747	  5Alp1Cap	192876	20 17 38.9	-12 30 30	4.24	  G3Ib
7748	  4    Cap	192879	20 18 01.4	-21 48 36	5.87	  K0III
7749	          	192886	20 19 17.9	-47 34 49	6.13	  F5V
7750	  1Kap Cep	192907	20 08 53.3	+77 42 41	4.39	  B9III
7751	 32    Cyg	192909	20 15 28.3	+47 42 52	3.98	  K3Ib+B3V
7752	          	192934	20 16 03.4	+38 53 52	6.27	  A1V
7753	 24    Vul	192944	20 16 47.1	+24 40 16	5.32	  G8III
7754	  6Alp2Cap	192947	20 18 03.3	-12 32 41	3.57	  G8IIIb
7755	          	192983	20 15 43.4	+50 13 58	6.31	  A2Vn
7756	          	192985	20 16 00.6	+45 34 46	5.91	  F5V:
7757	          	192987	20 16 28.2	+37 03 23	6.48	  B6III
7758	          	193002	20 20 32.3	-55 03 03	6.27	  M0-1III
7759	          	193092	20 16 55.3	+40 21 54	5.24	  K3.5IIab-IIb
7760	          	193094	20 17 31.5	+29 08 53	6.22	  G9III
7761	  7Sig Cap	193150	20 19 23.6	-19 07 07	5.28	  K3II
7762	          	193217	20 17 29.1	+42 43 19	6.29	  K4II:
7763	 34    Cyg	193237	20 17 47.2	+38 01 59	4.81	  B2pe
7764	          	193281	20 20 28.1	-29 11 50	6.3	  A4/7V
7765	          	193302	20 20 51.9	-35 40 25	6.46	  K3-4III
7766	          	193307	20 21 41.0	-49 59 58	6.27	  G0V
7767	          	193322	20 18 07.0	+40 43 56	5.84	  O9V
7768	          	193329	20 19 43.3	-01 04 43	6.06	  K0
7769	 36    Cyg	193369	20 18 28.6	+37 00 00	5.58	  A2V
7770	 35    Cyg	193370	20 18 39.1	+34 58 58	5.17	  F5Ib
7771	          	193373	20 19 29.2	+13 13 01	6.21	  M1III
7772	          	193429	20 20 26.1	-06 21 42	6.63	  K5
7773	  8Nu  Cap	193432	20 20 39.8	-12 45 33	4.76	  B9.5V
7774	          	193472	20 20 00.2	+13 32 53	5.95	  A5-F2m
7775	          	193452	20 20 46.6	-14 47 06	6.1	  A0III
7776	  9Bet Cap	193495	20 21 00.7	-14 46 53	3.08	  F8V+A0
7777	          	193536	20 18 49.6	+46 19 22	6.45	  B2V
7778	          	193556	20 20 20.5	+14 34 09	6.13	  G8III
7779	   Kap1Sgr	193571	20 22 27.5	-42 02 59	5.59	  A0V
7780	          	193579	20 20 21.4	+17 47 35	5.8	 gK5
7781	          	193592	20 18 24.8	+55 23 50	5.76	  A2V s
7782	          	193621	20 19 48.3	+37 07 57	6.57	  A0III
7783	          	193664	20 17 31.3	+66 51 14	5.93	  G3V
7784	          	193702	20 20 15.2	+39 24 12	6.23	  A1V
7785	          	193721	20 33 17.5	-80 57 54	5.77	  G6-8II
7786	          	193722	20 19 56.1	+46 50 15	6.5	  B8/9IIIpSi
7787	   Kap2Sgr	193807	20 23 53.2	-42 25 22	5.64	  A5V
7788	          	193896	20 23 00.8	-09 39 17	6.3	  G5IIIa
7789	 25    Vul	193911	20 22 03.4	+24 26 46	5.54	  B8IIIne
7790	   Alp Pav	193924	20 25 38.9	-56 44 06	1.94	  B2IV
7791	          	193944	20 20 30.4	+53 35 46	6.18	  K4III
7792	 71    Dra	193964	20 19 36.7	+62 15 27	5.72	  B9V
7793	          	194012	20 22 52.3	+14 33 05	6.17	  F8V
7794	          	194013	20 23 10.7	+05 20 35	5.31	  G8III-IV
7795	          	194069	20 22 03.0	+41 07 53	6.39	  G5III+A
7796	 37Gam Cyg	194093	20 22 13.7	+40 15 24	2.2	  F8Ib
7797	          	194097	20 22 37.4	+31 15 54	6.09	  K2
7798	          	194152	20 22 05.4	+45 47 42	5.58	  K0III
7799	          	194184	20 25 47.9	-40 47 47	6.09	  K3III
7800	          	194193	20 22 45.3	+41 01 34	5.93	  K7III
7801	          	194215	20 25 26.8	-28 39 48	5.85	  G8II/III
7802	          	194220	20 22 55.5	+42 59 00	6.2	  K0III
7803	          	194244	20 24 37.5	+01 04 07	6.15	  B9V
7804	          	194258	20 20 06.0	+68 52 49	5.55	  M4.5-5III
7805	          	194298	20 21 11.4	+63 58 49	5.69	  K5III
7806	 39    Cyg	194317	20 23 51.7	+32 11 24	4.43	  K2.5IIIFe-0.5
7807	          	194335	20 23 44.4	+37 28 35	5.9	  B2Ven
7808	          	194433	20 26 53.0	-37 24 11	6.25	  K2IV-V
7809	          	194454	20 25 42.5	-02 48 01	6.11	 gK1
7810	          	194526	20 25 44.0	+10 03 23	6.33	  K5III
7811	          	194577	20 25 40.5	+21 24 35	5.66	  G6III
7812	          	194612	20 38 18.6	-81 17 20	5.91	  K5III
7813	          	194616	20 26 01.2	+19 51 54	6.41	  K0III
7814	 10Pi  Cap	194636	20 27 19.2	-18 12 42	5.25	  B8II-III
7815	          	194668	20 24 32.4	+53 33 07	6.51	  B9.5III
7816	          	194688	20 26 23.2	+17 18 56	6.22	  K0
7817	          	194783	20 28 46.7	-35 35 45	6.1	  B8II/III
7818	          	194882	20 25 05.1	+59 36 00	6.44	  A2IV s
7819	          	194918	20 28 43.6	-15 44 30	6.41	  K0III
7820	          	194937	20 28 07.5	+08 26 15	6.25	  G9III
7821	 68    Aql	194939	20 28 24.9	-03 21 28	6.13	  B9V
7822	 11Rho Cap	194943	20 28 51.6	-17 48 49	4.78	  F2IV
7823	          	194951	20 27 07.7	+34 19 44	6.39	  F1II
7824	          	194953	20 28 16.8	+02 56 13	6.21	  G8III
7825	          	195006	20 29 31.3	-22 23 30	6.16	  M1III
7826	 40    Cyg	195050	20 27 34.3	+38 26 25	5.62	  A3V
7827	          	195066	20 26 23.5	+56 38 20	6.36	  B9V
7828	 43    Cyg	195068	20 27 02.3	+49 23 00	5.69	 dF0
7829	 12Omi Cap	195093	20 29 52.5	-18 35 12	6.74	  A7V
7830	 12Omi Cap	195094	20 29 53.9	-18 35 00	5.94	  A3Vn
7831	 69    Aql	195135	20 29 39.0	-02 53 08	4.91	  K2III
7832	          	195206	20 30 56.8	-29 06 45	6.39	  A5V
7833	          	195217	20 29 21.1	+20 05 16	6.55	  A3m
7834	 41    Cyg	195295	20 29 23.7	+30 22 07	4.01	  F5II
7835	 42    Cyg	195324	20 29 20.4	+36 27 17	5.88	  A1Ib
7836	  1    Del	195325	20 30 18.0	+10 53 45	6.08	  A1eShell
7837	          	195330	20 31 04.3	-15 03 23	6.12	 gG5+F
7838	          	195402	20 35 51.7	-69 36 40	6.11	  K2III
7839	          	195479	20 30 58.1	+20 36 21	6.18	  A1m
7840	          	195483	20 31 13.0	+11 15 38	7.11	  B8V
7841	          	195506	20 29 59.9	+45 55 43	6.41	  K2III
7842	          	195549	20 32 52.4	-24 56 38	6.36	  A0
7843	          	195554	20 29 27.1	+56 04 05	5.91	  B9Vne
7844	 45Ome1Cyg	195556	20 30 03.5	+48 57 06	4.95	  B2.5IV
7845	          	195564	20 32 23.7	-09 51 12	5.65	  G2.5IV
7846	   Nu  Mic	195569	20 33 55.1	-44 30 58	5.11	  K0III
7847	 44    Cyg	195593	20 30 59.2	+36 56 09	6.19	  F5Iab
7848	   Phi1Pav	195627	20 35 34.8	-60 34 54	4.76	  F1III
7849	          	195692	20 31 58.2	+25 48 16	6.34	  Am
7850	  2The Cep	195725	20 29 34.9	+62 59 39	4.22	  A7III
7851	 46Ome2Cyg	195774	20 31 18.8	+49 13 13	5.44	  M2IIIab
7852	  2Eps Del	195810	20 33 12.8	+11 18 12	4.03	  B6III
7853	          	195814	20 34 55.5	-38 05 23	6.44	  A8III:
7854	          	195820	20 31 21.1	+52 18 35	6.18	  K0III
7855	          	195838	20 34 11.7	-13 43 16	6.13	  F6V
7856	          	195843	20 34 47.4	-30 28 25	6.4	  B8V
7857	          	195922	20 33 53.6	+10 03 35	6.56	  A2Vnn
7858	  3Eta Del	195943	20 33 57.0	+13 01 38	5.38	  A3IV s
7859	   Rho Pav	195961	20 37 35.3	-61 31 48	4.88	  F5Del Del
7860	          	195964	20 31 46.5	+56 46 48	6.14	 gK5
7861	          	195986	20 32 52.3	+43 11 30	6.6	  B4III
7862	          	196035	20 34 10.0	+20 59 07	6.48	  B3IV
7863	   Mu 1Oct	196051	20 42 02.9	-76 10 50	6	  F4III-IV
7864	   Mu 2Oct	196067	20 41 43.7	-75 21 02	6.55	  G5III
7865	          	196078	20 35 32.2	-16 31 33	6.19	  A7V
7866	 47    Cyg	196093	20 33 54.2	+35 15 03	4.61	  K2Ib+B3V
7867	          	196134	20 33 48.4	+41 46 20	6.49	  K0III-IV
7868	          	196142	20 30 00.7	+72 31 54	6.27	 gK4
7869	   Alp Ind	196171	20 37 34.0	-47 17 29	3.11	  K0IIICNIII-IV
7870	          	196178	20 33 54.9	+46 41 38	5.78	  B9pSi
7871	  4Zet Del	196180	20 35 18.5	+14 40 27	4.68	  A3V
7872	          	196317	20 39 51.4	-62 54 28	6.22	  K1III
7873	 70    Aql	196321	20 36 43.6	-02 33 00	4.89	  K5II
7874	 26    Vul	196362	20 36 08.3	+25 52 57	6.41	  A5III
7875	   Phi2Pav	196378	20 40 02.6	-60 32 56	5.12	  F8V
7876	          	196379	20 34 50.4	+51 51 15	6.11	  A9II
7877	          	196385	20 37 52.1	-25 06 32	6.36	  F0III
7878	          	196426	20 37 18.3	+00 05 49	6.22	  B8IIIp
7879	 73    Dra	196502	20 31 30.4	+74 57 17	5.2	  A0pSrCrEu
7880	 27    Vul	196504	20 37 04.7	+26 27 43	5.59	  B9V
7881	   Ups Pav	196519	20 41 57.1	-66 45 39	5.15	  B9III
7882	  6Bet Del	196524	20 37 33.0	+14 35 43	3.63	  F5IV
7883	  5Iot Del	196544	20 37 49.1	+11 22 40	5.43	  A2V
7884	 71    Aql	196574	20 38 20.3	-01 06 19	4.32	  G7.5IIIa
7885	 48    Cyg	196606	20 37 31.8	+31 34 21	6.32	  B8IIIn
7886	          	196610	20 37 54.6	+18 16 09	6.25	  M6III
7887	          	196629	20 37 32.6	+31 31 19	6.49	  F0V
7888	          	196642	20 37 23.6	+38 19 43	6.2	  K0III
7889	 14Tau Cap	196662	20 39 16.4	-14 57 17	5.22	  B6III
7890	          	196712	20 39 13.2	-02 24 46	6.22	  B7IIIne
7891	 29    Vul	196724	20 38 31.3	+21 12 04	4.82	  A0V
7892	  8The Del	196725	20 38 43.9	+13 18 54	5.72	  K3Ib
7893	          	196737	20 40 19.8	-33 25 55	5.47	  K1III
7894	 28    Vul	196740	20 38 31.9	+24 06 58	5.04	  B5IV
7895	          	196753	20 38 35.1	+23 40 50	5.91	  K0II-III+A3V
7896	  7Kap Del	196755	20 39 07.8	+10 05 10	5.05	  G2IV
7897	  1    Aqr	196758	20 39 24.9	+00 29 11	5.16	  K1III
7898	          	196761	20 40 11.7	-23 46 26	6.37	  G8V
7899	          	196775	20 39 05.0	+15 50 17	5.97	  B3V
7900	 15Ups Cap	196777	20 40 03.0	-18 08 19	5.1	  M2III
7901	 75    Dra	196787	20 28 14.6	+81 25 22	5.46	  G9III
7902	          	196815	20 40 36.0	-26 38 42	6.51	  F7V
7903	          	196821	20 39 10.6	+21 49 02	6.08	  A0III
7904	          	196852	20 38 59.5	+30 20 04	5.68	  K2III
7905	          	196857	20 40 32.5	-16 07 27	5.8	 gG7
7906	  9Alp Del	196867	20 39 38.3	+15 54 43	3.77	  B9IV
7907	          	196885	20 39 51.8	+11 14 59	6.42	  F8IV:
7908	 74    Dra	196925	20 29 27.5	+81 05 29	5.96	  K0III+F8V
7909	          	196917	20 41 23.7	-31 35 54	5.76	  M0III
7910	          	196947	20 41 24.1	-26 00 00	6.28	  K2III
7911	          	197018	20 39 33.3	+40 34 46	6.06	  B6IIIpMn
7912	          	197036	20 39 23.1	+45 40 01	6.58	  B5IV
7913	   Bet Pav	197051	20 44 57.5	-66 12 11	3.42	  A7III
7914	          	197076	20 40 45.2	+19 56 07	6.45	  G5V
7915	          	197093	20 42 53.0	-39 33 31	6.29	  K1III
7916	          	197101	20 39 00.2	+56 00 18	6.48	  F2Vn
7917	          	197120	20 40 36.2	+29 48 19	6.08	  A2V
7918	 10    Del	197121	20 41 16.2	+14 34 59	5.99	 gK4
7919	          	197139	20 40 03.1	+43 27 31	5.95	  K2III
7920	   Eta Ind	197157	20 44 02.3	-51 55 16	4.51	  A7III-IV-A9
7921	 49    Cyg	197177	20 41 02.6	+32 18 26	5.51	  G8IIb
7922	          	197226	20 41 00.4	+39 04 56	6.51	  B6III
7923	          	197249	20 41 58.2	+17 31 17	6.22	  G8III
7924	 50Alp Cyg	197345	20 41 25.9	+45 16 49	1.25	  A2Ia
7925	          	197373	20 40 17.9	+60 30 19	6.01	  F6IV
7926	          	197392	20 41 56.5	+41 43 01	5.67	  B8II-III
7927	          	197419	20 42 22.2	+35 27 22	6.66	  B2IV-Ve
7928	 11Del Del	197461	20 43 27.5	+15 04 28	4.43	  A7IIIpDel Del
7929	 51    Cyg	197511	20 42 12.6	+50 20 24	5.39	  B2V
7930	          	197508	20 29 03.1	+83 37 32	6.19	  A3/4Vm
7931	          	197540	20 45 13.2	-27 14 50	6.5	  G8III
7932	          	197572	20 43 24.2	+35 35 16	6.47	  F7Ib-G8Ib
7933	          	197630	20 46 20.1	-39 11 57	5.5	  B8/9V
7934	   Sig Pav	197635	20 49 18.1	-68 46 35	5.41	  K0III
7935	          	197649	20 46 18.6	-36 07 13	6.49	  F3IV
7936	 16Psi Cap	197692	20 46 05.7	-25 16 15	4.14	  F4V
7937	 17    Cap	197725	20 46 10.0	-21 30 51	5.93	  A0
7938	          	197734	20 42 39.7	+60 36 05	6.15	  A2IV
7939	 30    Vul	197752	20 44 52.5	+25 16 14	4.91	  K2III
7940	          	197770	20 43 13.5	+57 06 51	6.32	  B2III
7941	          	197812	20 45 28.2	+18 05 25	6.38	  M5II-III
7942	 52    Cyg	197912	20 45 39.7	+30 43 11	4.22	  G9.5III
7943	   Iot Mic	197937	20 48 29.2	-43 59 19	5.11	  F1IV
7944	          	197939	20 44 22.0	+56 29 17	5.78	  M3III
7945	  4    Cep	197950	20 43 11.0	+66 39 27	5.58	  A8V
7946	          	197954	20 47 03.6	-02 29 12	6.27	  K2
7947	 12Gam1Del	197963	20 46 38.7	+16 07 28	5.14	  F7V
7948	 12Gam2Del	197964	20 46 39.5	+16 07 27	4.27	  K1IV
7949	 53Eps Cyg	197989	20 46 12.7	+33 58 13	2.46	  K0-III
7950	  2Eps Aqr	198001	20 47 40.6	-09 29 45	3.77	  A1V
7951	  3    Aqr	198026	20 47 44.2	-05 01 40	4.42	  M3III
7952	   Zet Ind	198048	20 49 29.0	-46 13 37	4.89	  K5III
7953	 13    Del	198069	20 47 48.3	+06 00 30	5.58	  A0V
7954	          	198070	20 47 47.8	+03 18 24	6.4	  A0Vn
7955	          	198084	20 45 21.1	+57 34 47	4.51	  F8IV-V
7956	          	198134	20 47 10.8	+34 22 27	4.92	  K3III
7957	  3Eta Cep	198149	20 45 17.4	+61 50 20	3.43	  K0IV
7958	          	198151	20 46 38.5	+46 31 54	6.3	  A3V
7959	          	198160	20 51 38.3	-62 25 45	6.28	  A2-3IV-V
7960	          	198161	20 51 38.8	-62 25 45	6.59	  A2-3IV-V
7961	          	198174	20 49 17.6	-25 46 53	5.86	  B7IIIp
7962	          	198181	20 46 21.2	+52 59 43	6.33	  K0
7963	 54Lam Cyg	198183	20 47 24.5	+36 29 27	4.53	  B5Ve
7964	          	198208	20 49 20.5	-18 02 09	6.21	  K3III
7965	   Alp Mic	198232	20 49 58.1	-33 46 47	4.9	  G7III
7966	          	198237	20 47 20.8	+45 34 47	6.4	  K3III
7967	          	198236	20 44 33.1	+69 45 07	6.41	  G8III
7968	   Iot Ind	198308	20 51 30.1	-51 36 30	5.05	  K1II-III
7969	          	198345	20 47 49.3	+47 49 55	5.57	  K5III
7970	          	198356	20 50 47.1	-32 03 16	6.36	  K5III
7971	          	198357	20 51 00.7	-37 54 48	5.52	  K3II
7972	          	198387	20 47 52.8	+52 24 26	6.27	  G7IV
7973	 15    Del	198390	20 49 37.8	+12 32 43	5.98	  F5V
7974	 14    Del	198391	20 49 48.3	+07 51 51	6.33	  A1V s
7975	          	198404	20 49 59.1	+05 32 41	6.21	  K0
7976	          	198431	20 50 41.8	-12 32 42	5.88	 gK1
7977	 55    Cyg	198478	20 48 56.3	+46 06 51	4.84	  B3Ia
7978	          	198513	20 48 42.7	+51 54 38	6.29	  B8Vnp
7979	   Bet Mic	198529	20 51 58.8	-33 10 38	6.04	  A2Vn
7980	 18Ome Cap	198542	20 51 49.3	-26 55 09	4.11	  M0-III-IIIbBa0.2
7981	          	198552	20 50 37.0	+18 03 05	6.52	  A1V s
7982	  4    Aqr	198571	20 51 25.7	-05 37 35	5.99	  F5V+F7V
7983	          	198625	20 49 54.7	+46 39 40	6.33	  B4Ve
7984	 56    Cyg	198639	20 50 04.9	+44 03 34	5.04	  A4mDel Del
7985	  5    Aqr	198667	20 52 08.7	-05 30 25	5.55	  B9III
7986	   Bet Ind	198700	20 54 48.6	-58 27 15	3.65	  K1II
7987	          	198716	20 53 40.2	-39 48 36	5.35	  K2III
7988	          	198726	20 51 28.2	+28 15 02	5.77	  F5Ib
7989	          	198732	20 53 01.2	-23 46 59	6.33	  K0III
7990	  6Mu  Aqr	198743	20 52 39.2	-08 59 00	4.73	  A3m
7991	          	198751	20 53 25.0	-30 43 07	6.35	  K1III
7992	          	198766	20 54 35.0	-50 43 40	6.24	  B5IV
7993	          	198781	20 49 17.4	+64 02 32	6.45	  B0.5V
7994	          	198802	20 53 05.6	-11 34 25	6.38	  G1V
7995	 31    Vul	198809	20 52 07.7	+27 05 49	4.59	  G7IIIFe-1
7996	          	198820	20 52 00.3	+32 50 57	6.44	  B3III
7997	          	198853	20 54 06.8	-27 55 32	6.41	  M4III
7998	          	198949	20 53 58.4	-06 53 23	6.44	  F1IV
7999	          	198976	20 53 07.4	+29 38 58	6.34	  K2
8000	 19    Cap	199012	20 54 47.9	-17 55 23	5.78	  K0III
8001	 57    Cyg	199081	20 53 14.8	+44 23 14	4.78	  B5V
8002	 76    Dra	199095	20 42 35.2	+82 31 52	5.75	  A0V
8003	          	199098	20 53 18.6	+45 10 55	5.45	  K0II
8004	          	199099	20 53 26.4	+42 24 37	6.66	  A1V
8005	          	199101	20 53 53.9	+33 26 16	5.47	 gK5
8006	          	199124	20 55 08.1	-01 22 24	6.55	  A9Vn
8007	          	199140	20 54 22.4	+28 31 19	6.56	  B2IIIe
8008	 32    Vul	199169	20 54 33.6	+28 03 27	5.01	  K4III
8009	          	199218	20 54 22.3	+40 42 11	6.7	  B8Vnne
8010	          	199223	20 55 40.7	+04 31 58	6.05	  G6III-IV
8011	 17    Del	199253	20 55 36.7	+13 43 17	5.17	  K0III
8012	 16    Del	199254	20 55 38.6	+12 34 07	5.58	  A4V
8013	          	199260	20 56 47.3	-26 17 47	5.7	  F7V
8014	          	199280	20 56 18.3	-03 33 41	6.57	  B8Vn
8015	  7    Aqr	199345	20 56 54.0	-09 41 51	5.51	 gK5
8016	          	199437	20 47 33.4	+80 33 08	5.39	  K1III
8017	          	199442	20 57 10.6	+00 27 49	6.05	  K2III
8018	          	199443	20 57 40.6	-16 01 54	5.87	  A2m
8019	          	199475	21 01 28.1	-68 12 35	6.37	  A2V
8020	          	199478	20 55 49.8	+47 25 04	5.67	  B8Ia
8021	   Alp Oct	199532	21 04 43.0	-77 01 26	5.15	  A7III+G2III
8022	          	199578	20 56 12.9	+51 04 30	6.63	  B5V
8023	          	199579	20 56 34.7	+44 55 30	5.96	  O6V((f))
8024	          	199603	20 58 41.9	-14 28 58	6.01	  F0IV
8025	          	199611	20 56 25.5	+50 43 43	5.81	  F0III
8026	          	199612	20 56 25.9	+49 11 45	5.9	  G8II-III
8027	          	199623	21 00 21.5	-51 15 55	5.76	  F5IV-V
8028	 58Nu  Cyg	199629	20 57 10.4	+41 10 02	3.94	  A1Vn
8029	          	199661	20 56 17.0	+56 53 15	6.23	  B2.5IV
8030	 18    Del	199665	20 58 25.9	+10 50 21	5.48	 gG6
8031	          	199684	20 59 59.7	-36 07 47	6.11	  F5V
8032	 33    Vul	199697	20 58 16.4	+22 19 33	5.31	  K3.5III
8033	 20    Cap	199728	20 59 36.1	-19 02 07	6.25	  B9pSi
8034	  1Eps Equ	199766	20 59 04.4	+04 17 37	5.23	  F6IV
8035	          	199870	20 58 19.5	+44 28 18	5.55	  K0IIIbFe-0.5
8036	          	199892	20 58 30.8	+41 56 25	6.16	  B7III
8037	          	199941	20 59 50.8	+16 49 27	6.66	  F4III
8038	          	199942	21 00 03.9	+07 30 59	5.99	  F1Vp
8039	   Gam Mic	199951	21 01 17.5	-32 15 28	4.67	  G6III
8040	          	199955	20 58 30.1	+50 27 44	5.61	  B5Vn
8041	 11    Aqr	199960	21 00 33.8	-04 43 49	6.21	  G1V
8042	          	200011	21 02 12.6	-43 00 07	6.64	  G3IV+K0IV
8043	          	200039	20 54 44.3	+75 55 32	6.05	  G5III
8044	          	200044	21 00 27.7	+19 19 46	5.65	  M3IIIab
8045	          	200052	21 01 45.3	-26 52 52	6.05	  A7V:m:
8046	          	200073	21 02 27.2	-38 31 50	5.94	  K0IV
8047	 59    Cyg	200120	20 59 49.6	+47 31 16	4.74	  B1ne
8048	   Zet Mic	200163	21 02 58.0	-38 37 54	5.3	  F3V
8049	          	200205	20 59 25.4	+59 26 19	5.51	 gK4
8050	          	200245	21 03 10.2	-27 43 55	6.25	  K0III
8051	          	200253	21 01 12.9	+36 01 34	5.97	  G5III
8052	          	200266	21 08 47.9	-76 12 45	6.58	  K1III
8053	 60    Cyg	200310	21 01 10.9	+46 09 21	5.37	  B1Ve
8054	          	200340	21 02 59.6	-00 55 29	6.5	  B6V
8055	   Mu  Ind	200365	21 05 14.2	-54 43 38	5.16	  K2III
8056	          	200375	21 03 03.0	+01 31 55	6.25	  F5V
8057	          	200430	21 03 01.8	+14 43 48	6.31	  M1III
8058	 12    Aqr	200496	21 04 04.6	-05 49 24	7.31	  A3V
8059	 12    Aqr	200497	21 04 04.7	-05 49 23	5.89	  G4III
8060	 22Eta Cap	200499	21 04 24.3	-19 51 18	4.84	  A5V
8061	          	200525	21 09 22.3	-73 10 23	5.68	  F8-G0V
8062	          	200527	21 02 24.1	+44 47 28	6.19	  S4/1III
8063	          	200577	21 03 04.8	+38 39 27	6.07	  G8III
8064	          	200595	21 02 48.5	+45 50 56	6.48	  B3Vn
8065	          	200614	21 02 09.1	+56 40 11	5.83	  B8III
8066	  3    Equ	200644	21 04 34.7	+05 30 10	5.61	  K5III
8067	          	200661	21 04 41.7	+02 56 31	6.42	  K0
8068	          	200663	21 04 45.4	+02 16 11	6.33	  G5
8069	   Eta Mic	200702	21 06 25.5	-41 23 10	5.53	  K3III
8070	   Del Mic	200718	21 06 01.2	-30 07 30	5.68	  K0/1III
8071	          	200723	21 03 52.1	+41 37 41	6.33	  F3IV
8072	          	200740	21 03 26.0	+50 21 07	6.37	  K0
8073	          	200751	21 08 32.9	-63 55 44	5.76	  K0III
8074	          	200753	21 03 43.3	+46 51 43	6.32	  F0IVn
8075	 23The Cap	200761	21 05 56.8	-17 13 58	4.07	  A1V
8076	          	200763	21 06 24.7	-32 20 30	5.18	  K2III
8077	  4    Equ	200790	21 05 26.7	+05 57 30	5.94	  F8V
8078	          	200817	21 03 47.6	+53 17 10	5.9	  K0III
8079	 62Xi  Cyg	200905	21 04 55.9	+43 55 40	3.72	  K4.5Ib-II
8080	 24    Cap	200914	21 07 07.7	-25 00 21	4.5	  M0.5III
8081	          	200924	21 11 20.7	-72 32 39	6.2	  K1III
8082	          	201051	21 06 23.5	+26 55 28	6.12	  K0II-III
8083	          	201057	21 07 44.6	-17 27 19	6.17	  A0V
8084	          	201078	21 06 30.3	+31 11 05	5.82	  F7.5Ib-II
8085	 61    Cyg	201091	21 06 54.6	+38 44 45	5.21	  K5V
8086	 61    Cyg	201092	21 06 55.3	+38 44 36	6.03	  K7V
8087	 25Chi Cap	201184	21 08 33.6	-21 11 37	5.3	  A0V
8088	          	201196	21 07 33.6	+15 39 31	6.34	  K2IV
8089	 63    Cyg	201251	21 06 36.1	+47 38 54	4.55	  K4Ib-IIa
8090	          	201298	21 08 28.2	+06 59 22	6.15	  K5III
8091	 27    Cap	201352	21 09 33.0	-20 33 23	6.25	  F1IV
8092	   Omi Pav	201371	21 13 20.5	-70 07 35	5.02	  M1-2III
8093	 13Nu  Aqr	201381	21 09 35.7	-11 22 18	4.51	  G8III
8094	          	201433	21 08 38.9	+30 12 21	5.59	  B9VpSi
8095	          	201507	21 09 58.3	+02 56 36	6.45	  F5IV
8096	          	201567	21 10 46.9	-09 21 14	6.27	  K0III
8097	  5Gam Equ	201601	21 10 20.5	+10 07 54	4.69	  F0IIIp
8098	  6    Equ	201616	21 10 31.2	+10 02 56	6.07	  A2V s
8099	          	201636	21 06 23.3	+71 25 55	5.87	  F3IV
8100	          	201647	21 12 13.6	-40 16 10	5.83	  F5IV
8101	          	201671	21 10 32.0	+22 27 17	6.68	  A1V
8102	          	201707	21 11 41.3	-14 28 20	6.48	  F0Del Del:
8103	          	201733	21 09 58.6	+45 30 09	6.63	  B4IVpe
8104	          	201772	21 13 03.1	-39 25 31	5.26	  F5IV+F6V
8105	          	201819	21 11 03.9	+36 17 57	6.54	  B1Vp
8106	          	201834	21 10 15.6	+53 33 48	5.73	  B9III
8107	          	201836	21 10 31.0	+47 41 31	6.46	  B6IV
